gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,MFNG,MFNG,4242,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
background_gse32537_all_tested_annotated_mrna,MFSD1,MFSD1,64747,major facilitator superfamily domain containing 1
background_gse32537_all_tested_annotated_mrna,MFSD12,MFSD12,126321,major facilitator superfamily domain containing 12
background_gse32537_all_tested_annotated_mrna,MFSD2A,MFSD2A,84879,"MFSD2 lysolipid transporter A, lysophospholipid"
background_gse32537_all_tested_annotated_mrna,MFSD2B,MFSD2B,388931,"MFSD2 lysolipid transporter B, sphingolipid"
background_gse32537_all_tested_annotated_mrna,MFSD4,MFSD4,,
background_gse32537_all_tested_annotated_mrna,MFSD5,MFSD5,,
background_gse32537_all_tested_annotated_mrna,MFSD6,MFSD6,54842,major facilitator superfamily domain containing 6
background_gse32537_all_tested_annotated_mrna,MFSD8,MFSD8,256471,major facilitator superfamily domain containing 8
background_gse32537_all_tested_annotated_mrna,MGAM,MGAM,8972,maltase-glucoamylase
background_gse32537_all_tested_annotated_mrna,MGARP,MGARP,84709,mitochondria localized glutamic acid rich protein
background_gse32537_all_tested_annotated_mrna,MGAT1,MGAT1,4245,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
background_gse32537_all_tested_annotated_mrna,MGAT3,MGAT3,4248,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
background_gse32537_all_tested_annotated_mrna,MGAT4A,MGAT4A,11320,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
background_gse32537_all_tested_annotated_mrna,MGC10814,MGC10814,,
background_gse32537_all_tested_annotated_mrna,MGC24103,MGC24103,,
background_gse32537_all_tested_annotated_mrna,MGC27345,MGC27345,,
background_gse32537_all_tested_annotated_mrna,MGC32805,MGC32805,,
background_gse32537_all_tested_annotated_mrna,MGC34796,MGC34796,414927,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene"
background_gse32537_all_tested_annotated_mrna,MGC34800,MGC34800,,
background_gse32537_all_tested_annotated_mrna,MGC39584,MGC39584,,
background_gse32537_all_tested_annotated_mrna,MGC45922,MGC45922,,
background_gse32537_all_tested_annotated_mrna,MGC57346,MGC57346,,
background_gse32537_all_tested_annotated_mrna,MGC70870,MGC70870,403340,C-terminal binding protein 2 pseudogene
background_gse32537_all_tested_annotated_mrna,MGC72080,MGC72080,,
background_gse32537_all_tested_annotated_mrna,MGEA5,MGEA5,,
background_gse32537_all_tested_annotated_mrna,MGLL,MGLL,11343,monoglyceride lipase
background_gse32537_all_tested_annotated_mrna,MGME1,MGME1,92667,mitochondrial genome maintenance exonuclease 1
background_gse32537_all_tested_annotated_mrna,MGP,MGP,4256,matrix Gla protein
background_gse32537_all_tested_annotated_mrna,MGST1,MGST1,4257,microsomal glutathione S-transferase 1
background_gse32537_all_tested_annotated_mrna,MGST3,MGST3,4259,microsomal glutathione S-transferase 3
background_gse32537_all_tested_annotated_mrna,MIA2,MIA2,4253,MIA SH3 domain ER export factor 2
background_gse32537_all_tested_annotated_mrna,MICA,MICA,100507436,MHC class I polypeptide-related sequence A
background_gse32537_all_tested_annotated_mrna,MICAL1,MICAL1,64780,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
background_gse32537_all_tested_annotated_mrna,MICAL2,MICAL2,9645,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
background_gse32537_all_tested_annotated_mrna,MICAL3,MICAL3,57553,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
background_gse32537_all_tested_annotated_mrna,MICALCL,MICALCL,,
background_gse32537_all_tested_annotated_mrna,MICB,MICB,4277,MHC class I polypeptide-related sequence B
background_gse32537_all_tested_annotated_mrna,MICU2,MICU2,221154,mitochondrial calcium uptake 2
background_gse32537_all_tested_annotated_mrna,MICU3,MICU3,286097,mitochondrial calcium uptake 3
background_gse32537_all_tested_annotated_mrna,MID1,MID1,4281,midline 1
background_gse32537_all_tested_annotated_mrna,MID1IP1,MID1IP1,58526,MID1 interacting protein 1
background_gse32537_all_tested_annotated_mrna,MIDN,MIDN,90007,midnolin
background_gse32537_all_tested_annotated_mrna,MIER2,MIER2,54531,MIER family member 2
background_gse32537_all_tested_annotated_mrna,MIER3,MIER3,166968,MIER family member 3
background_gse32537_all_tested_annotated_mrna,MIF,MIF,4282,macrophage migration inhibitory factor
background_gse32537_all_tested_annotated_mrna,MIF4GD,MIF4GD,57409,MIF4G domain containing
background_gse32537_all_tested_annotated_mrna,MILR1,MILR1,284021,mast cell immunoglobulin like receptor 1
background_gse32537_all_tested_annotated_mrna,MINPP1,MINPP1,9562,multiple inositol-polyphosphate phosphatase 1
background_gse32537_all_tested_annotated_mrna,MIPEP,MIPEP,4285,mitochondrial intermediate peptidase
background_gse32537_all_tested_annotated_mrna,MIPOL1,MIPOL1,145282,mirror-image polydactyly 1
background_gse32537_all_tested_annotated_mrna,MIR103A2,MIR103A2,406896,microRNA 103a-2
background_gse32537_all_tested_annotated_mrna,MIR107,MIR107,406901,microRNA 107
background_gse32537_all_tested_annotated_mrna,MIR124-2,MIR124-2,406908,microRNA 124-2
background_gse32537_all_tested_annotated_mrna,MIR1247,MIR1247,100302145,microRNA 1247
background_gse32537_all_tested_annotated_mrna,MIR134,MIR134,406924,microRNA 134
background_gse32537_all_tested_annotated_mrna,MIR142,MIR142,406934,microRNA 142
background_gse32537_all_tested_annotated_mrna,MIR143,MIR143,406935,microRNA 143
background_gse32537_all_tested_annotated_mrna,MIR145,MIR145,406937,microRNA 145
background_gse32537_all_tested_annotated_mrna,MIR147A,MIR147A,406939,microRNA 147a
background_gse32537_all_tested_annotated_mrna,MIR148B,MIR148B,442892,microRNA 148b
background_gse32537_all_tested_annotated_mrna,MIR149,MIR149,406941,microRNA 149
background_gse32537_all_tested_annotated_mrna,MIR154,MIR154,406946,microRNA 154
background_gse32537_all_tested_annotated_mrna,MIR155HG,MIR155HG,114614,MIR155 host gene
background_gse32537_all_tested_annotated_mrna,MIR15A,MIR15A,406948,microRNA 15a
background_gse32537_all_tested_annotated_mrna,MIR15B,MIR15B,406949,microRNA 15b
background_gse32537_all_tested_annotated_mrna,MIR17HG,MIR17HG,407975,miR-17-92a-1 cluster host gene
background_gse32537_all_tested_annotated_mrna,MIR181A2,MIR181A2,406954,microRNA 181a-2
background_gse32537_all_tested_annotated_mrna,MIR181B1,MIR181B1,406955,microRNA 181b-1
background_gse32537_all_tested_annotated_mrna,MIR181C,MIR181C,406957,microRNA 181c
background_gse32537_all_tested_annotated_mrna,MIR186,MIR186,406962,microRNA 186
background_gse32537_all_tested_annotated_mrna,MIR193A,MIR193A,406968,microRNA 193a
background_gse32537_all_tested_annotated_mrna,MIR199A2,MIR199A2,406977,microRNA 199a-2
background_gse32537_all_tested_annotated_mrna,MIR200C,MIR200C,406985,microRNA 200c
background_gse32537_all_tested_annotated_mrna,MIR205,MIR205,406988,microRNA 205
background_gse32537_all_tested_annotated_mrna,MIR21,MIR21,406991,microRNA 21
background_gse32537_all_tested_annotated_mrna,MIR210,MIR210,406992,microRNA 210
background_gse32537_all_tested_annotated_mrna,MIR211,MIR211,406993,microRNA 211
background_gse32537_all_tested_annotated_mrna,MIR212,MIR212,406994,microRNA 212
background_gse32537_all_tested_annotated_mrna,MIR214,MIR214,406996,microRNA 214
background_gse32537_all_tested_annotated_mrna,MIR218-1,MIR218-1,407000,microRNA 218-1
background_gse32537_all_tested_annotated_mrna,MIR221,MIR221,407006,microRNA 221
background_gse32537_all_tested_annotated_mrna,MIR223,MIR223,407008,microRNA 223
background_gse32537_all_tested_annotated_mrna,MIR224,MIR224,407009,microRNA 224
background_gse32537_all_tested_annotated_mrna,MIR22HG,MIR22HG,84981,MIR22 host gene
background_gse32537_all_tested_annotated_mrna,MIR23A,MIR23A,407010,microRNA 23a
background_gse32537_all_tested_annotated_mrna,MIR23B,MIR23B,407011,microRNA 23b
background_gse32537_all_tested_annotated_mrna,MIR24-1,MIR24-1,407012,microRNA 24-1
background_gse32537_all_tested_annotated_mrna,MIR24-2,MIR24-2,407013,microRNA 24-2
background_gse32537_all_tested_annotated_mrna,MIR2682,MIR2682,100616452,microRNA 2682
background_gse32537_all_tested_annotated_mrna,MIR27A,MIR27A,407018,microRNA 27a
background_gse32537_all_tested_annotated_mrna,MIR27B,MIR27B,407019,microRNA 27b
background_gse32537_all_tested_annotated_mrna,MIR29A,MIR29A,407021,microRNA 29a
background_gse32537_all_tested_annotated_mrna,MIR29B2,MIR29B2,407025,microRNA 29b-2
background_gse32537_all_tested_annotated_mrna,MIR29C,MIR29C,407026,microRNA 29c
background_gse32537_all_tested_annotated_mrna,MIR30A,MIR30A,407029,microRNA 30a
background_gse32537_all_tested_annotated_mrna,MIR30C2,MIR30C2,407032,microRNA 30c-2
background_gse32537_all_tested_annotated_mrna,MIR30E,MIR30E,407034,microRNA 30e
background_gse32537_all_tested_annotated_mrna,MIR31HG,MIR31HG,554202,MIR31 host gene
background_gse32537_all_tested_annotated_mrna,MIR32,MIR32,407036,microRNA 32
background_gse32537_all_tested_annotated_mrna,MIR320A,MIR320A,407037,microRNA 320a
background_gse32537_all_tested_annotated_mrna,MIR326,MIR326,442900,microRNA 326
background_gse32537_all_tested_annotated_mrna,MIR331,MIR331,442903,microRNA 331
background_gse32537_all_tested_annotated_mrna,MIR339,MIR339,442907,microRNA 339
background_gse32537_all_tested_annotated_mrna,MIR34B,MIR34B,407041,microRNA 34b
background_gse32537_all_tested_annotated_mrna,MIR34C,MIR34C,407042,microRNA 34c
background_gse32537_all_tested_annotated_mrna,MIR375,MIR375,494324,microRNA 375
background_gse32537_all_tested_annotated_mrna,MIR382,MIR382,494331,microRNA 382
background_gse32537_all_tested_annotated_mrna,MIR4697HG,MIR4697HG,,
background_gse32537_all_tested_annotated_mrna,MIR492,MIR492,574449,microRNA 492
background_gse32537_all_tested_annotated_mrna,MIR503,MIR503,574506,microRNA 503
background_gse32537_all_tested_annotated_mrna,MIR600HG,MIR600HG,81571,MIR600 host gene
background_gse32537_all_tested_annotated_mrna,MIR646HG,MIR646HG,284757,MIR646 host gene
background_gse32537_all_tested_annotated_mrna,MIR7641-2,MIR7641-2,,
background_gse32537_all_tested_annotated_mrna,MIR8071-1,MIR8071-1,102465871,microRNA 8071-1
background_gse32537_all_tested_annotated_mrna,MIR99A,MIR99A,407055,microRNA 99a
background_gse32537_all_tested_annotated_mrna,MIRLET7BHG,MIRLET7BHG,400931,MIRLET7B and MIRLET7A3 host gene
background_gse32537_all_tested_annotated_mrna,MIRLET7C,MIRLET7C,406885,microRNA let-7c
background_gse32537_all_tested_annotated_mrna,MIRLET7D,MIRLET7D,406886,microRNA let-7d
background_gse32537_all_tested_annotated_mrna,MIRLET7F1,MIRLET7F1,406888,microRNA let-7f-1
background_gse32537_all_tested_annotated_mrna,MIRLET7G,MIRLET7G,406890,microRNA let-7g
background_gse32537_all_tested_annotated_mrna,MIRLET7I,MIRLET7I,406891,microRNA let-7i
background_gse32537_all_tested_annotated_mrna,MIS12,MIS12,79003,MIS12 kinetochore complex component
background_gse32537_all_tested_annotated_mrna,MIS18BP1,MIS18BP1,55320,MIS18 binding protein 1
background_gse32537_all_tested_annotated_mrna,MISP,MISP,126353,mitotic spindle positioning
background_gse32537_all_tested_annotated_mrna,MITD1,MITD1,129531,microtubule interacting and trafficking domain containing 1
background_gse32537_all_tested_annotated_mrna,MITF,MITF,4286,melanocyte inducing transcription factor
background_gse32537_all_tested_annotated_mrna,MIXL1,MIXL1,83881,Mix paired-like homeobox
background_gse32537_all_tested_annotated_mrna,MKI67,MKI67,4288,marker of proliferation Ki-67
background_gse32537_all_tested_annotated_mrna,MKL2,MKL2,,
background_gse32537_all_tested_annotated_mrna,MKNK1,MKNK1,8569,MAPK interacting serine/threonine kinase 1
background_gse32537_all_tested_annotated_mrna,MKNK2,MKNK2,2872,MAPK interacting serine/threonine kinase 2
background_gse32537_all_tested_annotated_mrna,MKS1,MKS1,54903,MKS transition zone complex subunit 1
background_gse32537_all_tested_annotated_mrna,MKX,MKX,283078,mohawk homeobox
background_gse32537_all_tested_annotated_mrna,MLC1,MLC1,23209,modulator of VRAC current 1
background_gse32537_all_tested_annotated_mrna,MLEC,MLEC,9761,malectin
background_gse32537_all_tested_annotated_mrna,MLF1,MLF1,4291,myeloid leukemia factor 1
background_gse32537_all_tested_annotated_mrna,MLH3,MLH3,27030,mutL homolog 3
background_gse32537_all_tested_annotated_mrna,MLKL,MLKL,197259,mixed lineage kinase domain like pseudokinase
background_gse32537_all_tested_annotated_mrna,MLLT11,MLLT11,10962,MLLT11 transcription factor 7 cofactor
background_gse32537_all_tested_annotated_mrna,MLLT3,MLLT3,4300,MLLT3 super elongation complex subunit
background_gse32537_all_tested_annotated_mrna,MLLT4,MLLT4,,
background_gse32537_all_tested_annotated_mrna,MLPH,MLPH,79083,melanophilin
background_gse32537_all_tested_annotated_mrna,MLX,MLX,6945,MAX dimerization protein MLX
background_gse32537_all_tested_annotated_mrna,MLXIP,MLXIP,22877,MLX interacting protein
background_gse32537_all_tested_annotated_mrna,MMADHC,MMADHC,27249,metabolism of cobalamin associated D
background_gse32537_all_tested_annotated_mrna,MMD,MMD,23531,monocyte to macrophage differentiation associated
background_gse32537_all_tested_annotated_mrna,MME,MME,4311,membrane metalloendopeptidase
background_gse32537_all_tested_annotated_mrna,MMGT1,MMGT1,93380,membrane magnesium transporter 1
background_gse32537_all_tested_annotated_mrna,MMP1,MMP1,4312,matrix metallopeptidase 1
background_gse32537_all_tested_annotated_mrna,MMP10,MMP10,4319,matrix metallopeptidase 10
background_gse32537_all_tested_annotated_mrna,MMP11,MMP11,4320,matrix metallopeptidase 11
background_gse32537_all_tested_annotated_mrna,MMP12,MMP12,4321,matrix metallopeptidase 12
background_gse32537_all_tested_annotated_mrna,MMP13,MMP13,4322,matrix metallopeptidase 13
background_gse32537_all_tested_annotated_mrna,MMP14,MMP14,4323,matrix metallopeptidase 14
background_gse32537_all_tested_annotated_mrna,MMP16,MMP16,4325,matrix metallopeptidase 16
background_gse32537_all_tested_annotated_mrna,MMP19,MMP19,4327,matrix metallopeptidase 19
background_gse32537_all_tested_annotated_mrna,MMP2,MMP2,4313,matrix metallopeptidase 2
background_gse32537_all_tested_annotated_mrna,MMP25,MMP25,64386,matrix metallopeptidase 25
background_gse32537_all_tested_annotated_mrna,MMP28,MMP28,79148,matrix metallopeptidase 28
background_gse32537_all_tested_annotated_mrna,MMP3,MMP3,4314,matrix metallopeptidase 3
background_gse32537_all_tested_annotated_mrna,MMP7,MMP7,4316,matrix metallopeptidase 7
background_gse32537_all_tested_annotated_mrna,MMP8,MMP8,4317,matrix metallopeptidase 8
background_gse32537_all_tested_annotated_mrna,MMP9,MMP9,4318,matrix metallopeptidase 9
background_gse32537_all_tested_annotated_mrna,MMRN1,MMRN1,22915,multimerin 1
background_gse32537_all_tested_annotated_mrna,MMRN2,MMRN2,79812,multimerin 2
background_gse32537_all_tested_annotated_mrna,MMS22L,MMS22L,253714,"MMS22 like, DNA repair protein"
background_gse32537_all_tested_annotated_mrna,MNAT1,MNAT1,4331,MNAT1 component of CDK activating kinase
background_gse32537_all_tested_annotated_mrna,MNDA,MNDA,4332,myeloid cell nuclear differentiation antigen
background_gse32537_all_tested_annotated_mrna,MNS1,MNS1,55329,meiosis specific nuclear structural 1
background_gse32537_all_tested_annotated_mrna,MOB3B,MOB3B,79817,MOB kinase activator 3B
background_gse32537_all_tested_annotated_mrna,MOCOS,MOCOS,55034,molybdenum cofactor sulfurase
background_gse32537_all_tested_annotated_mrna,MOCS1,MOCS1,4337,molybdenum cofactor synthesis 1
background_gse32537_all_tested_annotated_mrna,MOCS1P1,MOCS1P1,27187,molybdenum cofactor synthesis 1 pseudogene 1
background_gse32537_all_tested_annotated_mrna,MOCS3,MOCS3,27304,molybdenum cofactor synthesis 3
background_gse32537_all_tested_annotated_mrna,MOG,MOG,4340,myelin oligodendrocyte glycoprotein
background_gse32537_all_tested_annotated_mrna,MOGAT1,MOGAT1,116255,monoacylglycerol O-acyltransferase 1
background_gse32537_all_tested_annotated_mrna,MOK,MOK,5891,MOK protein kinase
background_gse32537_all_tested_annotated_mrna,MOP-1,MOP-1,,
background_gse32537_all_tested_annotated_mrna,MORC3,MORC3,23515,MORC family CW-type zinc finger 3
background_gse32537_all_tested_annotated_mrna,MORC4,MORC4,79710,MORC family CW-type zinc finger 4
background_gse32537_all_tested_annotated_mrna,MORF4L2,MORF4L2,9643,mortality factor 4 like 2
background_gse32537_all_tested_annotated_mrna,MORN1,MORN1,79906,MORN repeat containing 1
background_gse32537_all_tested_annotated_mrna,MORN2,MORN2,729967,MORN repeat containing 2
background_gse32537_all_tested_annotated_mrna,MORN3,MORN3,283385,MORN repeat containing 3
background_gse32537_all_tested_annotated_mrna,MORN5,MORN5,254956,MORN repeat containing 5
background_gse32537_all_tested_annotated_mrna,MOSPD1,MOSPD1,56180,motile sperm domain containing 1
background_gse32537_all_tested_annotated_mrna,MOSPD2,MOSPD2,158747,motile sperm domain containing 2
background_gse32537_all_tested_annotated_mrna,MOXD1,MOXD1,26002,monooxygenase DBH like 1
background_gse32537_all_tested_annotated_mrna,MPDU1,MPDU1,9526,mannose-P-dolichol utilization defect 1
background_gse32537_all_tested_annotated_mrna,MPDZ,MPDZ,8777,multiple PDZ domain crumbs cell polarity complex component
background_gse32537_all_tested_annotated_mrna,MPEG1,MPEG1,219972,macrophage expressed 1
background_gse32537_all_tested_annotated_mrna,MPHOSPH10,MPHOSPH10,10199,M-phase phosphoprotein 10
